,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome
973,48,self-employed,married,tertiary,no,0,no,no,cellular,29,jan,3,-1,0,unknown
974,33,services,single,tertiary,no,-452,no,no,cellular,29,jan,2,-1,0,unknown
975,31,unemployed,single,primary,no,163,no,no,cellular,30,jan,2,2,1,other
976,47,management,single,tertiary,no,86,no,no,cellular,2,feb,1,-1,0,unknown
977,43,management,divorced,secondary,no,51,no,no,cellular,2,feb,1,-1,0,unknown
978,29,admin.,single,secondary,no,1027,yes,no,cellular,2,feb,1,-1,0,unknown
979,58,management,divorced,tertiary,no,5701,no,no,cellular,2,feb,1,-1,0,unknown
980,31,management,single,tertiary,no,3283,no,no,cellular,2,feb,1,73,1,failure
981,30,self-employed,single,tertiary,no,432,yes,no,cellular,2,feb,1,-1,0,unknown
982,26,technician,single,tertiary,no,15161,no,no,cellular,2,feb,1,-1,0,unknown
983,43,admin.,single,secondary,no,-247,yes,yes,cellular,2,feb,2,76,4,failure
984,48,blue-collar,single,primary,no,623,yes,no,cellular,2,feb,2,-1,0,unknown
985,26,student,single,secondary,no,0,no,no,cellular,2,feb,2,-1,0,unknown
986,51,technician,married,secondary,no,100,no,no,cellular,2,feb,2,-1,0,unknown
987,57,admin.,married,secondary,no,169,no,no,cellular,3,feb,1,-1,0,unknown
988,34,management,married,tertiary,no,0,yes,no,cellular,3,feb,1,-1,0,unknown
989,54,technician,divorced,secondary,no,2156,yes,no,cellular,3,feb,1,195,4,failure
990,54,management,married,tertiary,no,1303,no,no,cellular,3,feb,1,-1,0,unknown
991,53,blue-collar,married,primary,no,751,yes,no,cellular,3,feb,2,-1,0,unknown
992,30,management,single,tertiary,no,1028,no,no,cellular,4,feb,2,-1,0,unknown
993,31,unemployed,single,primary,no,406,no,no,cellular,4,feb,1,-1,0,unknown
994,27,technician,single,tertiary,no,931,yes,no,cellular,4,feb,1,-1,0,unknown
995,30,self-employed,married,tertiary,no,2666,no,no,cellular,4,feb,1,-1,0,unknown
996,29,management,single,tertiary,no,697,no,no,cellular,4,feb,1,-1,0,unknown
997,30,admin.,single,tertiary,no,0,yes,no,cellular,4,feb,2,-1,0,unknown
998,33,blue-collar,married,secondary,no,315,no,no,cellular,4,feb,3,-1,0,unknown
999,29,technician,married,secondary,no,273,no,no,cellular,4,feb,2,-1,0,unknown
1000,35,management,single,tertiary,no,2707,no,no,cellular,5,feb,1,-1,0,unknown
1001,31,technician,single,tertiary,no,1109,no,no,cellular,5,feb,1,167,2,failure
1002,34,technician,single,tertiary,no,992,yes,no,cellular,5,feb,2,-1,0,unknown
1003,31,management,single,tertiary,no,12857,yes,no,cellular,6,feb,1,92,1,success
1004,66,technician,married,secondary,no,0,no,no,cellular,6,feb,1,-1,0,unknown
1005,50,management,married,tertiary,no,346,no,no,cellular,6,feb,1,-1,0,unknown
1006,26,admin.,single,secondary,no,255,no,no,cellular,9,feb,1,-1,0,unknown
1007,31,management,divorced,tertiary,no,373,no,no,cellular,10,feb,6,-1,0,unknown
1008,33,management,married,tertiary,no,1778,no,no,cellular,12,feb,1,-1,0,unknown
1009,72,retired,married,tertiary,no,0,no,no,cellular,13,feb,1,-1,0,unknown
1010,37,technician,married,tertiary,no,127,yes,no,cellular,13,feb,1,-1,0,unknown
1011,67,retired,married,tertiary,no,1341,no,no,cellular,13,feb,1,-1,0,unknown
1012,44,admin.,divorced,secondary,no,397,yes,yes,cellular,16,feb,1,257,1,other
1013,44,admin.,married,tertiary,no,348,yes,yes,cellular,16,feb,2,-1,0,unknown
1014,37,technician,single,secondary,no,2442,no,no,cellular,16,feb,3,-1,0,unknown
1015,65,retired,married,tertiary,no,2416,no,no,cellular,17,feb,2,-1,0,unknown
1016,62,retired,married,unknown,no,800,no,no,cellular,17,feb,1,-1,0,unknown
1017,38,admin.,married,secondary,no,755,yes,no,cellular,17,feb,1,-1,0,unknown
1018,29,services,married,secondary,no,1135,yes,no,cellular,17,feb,1,-1,0,unknown
1019,75,retired,married,primary,no,358,no,no,cellular,17,feb,11,-1,0,unknown
1020,29,management,single,tertiary,no,5359,no,no,cellular,18,feb,1,-1,0,unknown
1021,24,student,single,secondary,no,23878,no,no,cellular,18,feb,1,-1,0,unknown
1022,59,unemployed,married,secondary,no,1047,no,no,cellular,18,feb,3,-1,0,unknown
1023,26,admin.,single,secondary,no,2509,no,no,cellular,19,feb,3,-1,0,unknown
1024,71,retired,married,tertiary,no,653,no,no,telephone,26,feb,1,-1,0,unknown
1025,50,management,married,unknown,no,8345,no,no,cellular,27,feb,1,261,1,failure
1026,25,admin.,single,tertiary,no,3730,yes,no,cellular,27,feb,1,-1,0,unknown
1027,73,retired,married,tertiary,no,1641,yes,no,cellular,27,feb,2,-1,0,unknown
1028,31,management,single,tertiary,no,924,no,no,cellular,27,feb,1,-1,0,unknown
1029,42,services,married,secondary,no,1376,yes,no,cellular,2,mar,4,-1,0,unknown
1030,43,blue-collar,married,primary,no,3917,no,no,cellular,2,mar,1,-1,0,unknown
1031,61,retired,married,tertiary,no,32685,no,no,cellular,2,mar,2,-1,0,unknown
1032,44,technician,single,secondary,no,250,no,no,telephone,2,mar,2,-1,0,unknown
1033,53,management,married,secondary,no,2693,no,no,cellular,5,mar,1,104,1,failure
1034,44,management,single,tertiary,no,483,no,no,cellular,6,mar,2,199,6,success
1035,43,technician,married,secondary,no,1358,no,no,cellular,10,mar,3,-1,0,unknown
1036,57,management,married,tertiary,no,2681,no,no,cellular,11,mar,2,-1,0,unknown
1037,24,admin.,single,tertiary,no,-61,no,no,cellular,11,mar,4,-1,0,unknown
1038,32,management,married,tertiary,no,8929,no,no,cellular,11,mar,1,-1,0,unknown
1039,65,housemaid,married,primary,no,715,no,no,cellular,11,mar,1,-1,0,unknown
1040,53,services,divorced,secondary,no,0,no,no,cellular,12,mar,2,-1,0,unknown
1041,30,management,single,tertiary,no,3473,no,no,cellular,12,mar,2,-1,0,unknown
1042,47,blue-collar,married,secondary,no,238,yes,yes,cellular,13,mar,1,-1,0,unknown
1043,60,technician,married,secondary,no,1740,no,no,cellular,13,mar,2,-1,0,unknown
1044,37,services,single,secondary,no,1045,no,no,cellular,17,mar,2,41,1,failure
1045,46,admin.,married,secondary,no,974,no,no,cellular,17,mar,1,-1,0,unknown
1046,31,services,married,secondary,no,447,no,no,cellular,19,mar,3,-1,0,unknown
1047,40,management,married,tertiary,no,0,yes,no,cellular,25,mar,2,-1,0,unknown
1048,58,management,married,tertiary,no,1384,yes,no,cellular,27,mar,1,-1,0,unknown
1049,46,admin.,married,secondary,no,70,yes,no,cellular,27,mar,2,-1,0,unknown
1050,47,management,married,tertiary,no,3663,no,no,cellular,30,mar,3,-1,0,unknown
1051,22,admin.,single,secondary,no,114,no,no,cellular,30,mar,1,-1,0,unknown
1052,26,admin.,single,secondary,no,274,no,no,cellular,1,apr,3,-1,0,unknown
1053,46,management,divorced,tertiary,no,507,yes,no,cellular,1,apr,1,-1,0,unknown
1054,33,technician,single,tertiary,no,127,yes,no,cellular,6,apr,2,222,17,failure
1055,37,technician,single,tertiary,no,3943,no,no,cellular,6,apr,2,138,1,failure
1056,30,blue-collar,single,tertiary,no,297,no,no,cellular,7,apr,4,-1,0,unknown
1057,35,technician,single,secondary,no,16,yes,no,cellular,8,apr,1,-1,0,unknown
1058,26,admin.,married,secondary,no,3415,no,no,cellular,8,apr,1,-1,0,unknown
1059,23,admin.,single,tertiary,no,314,no,yes,cellular,8,apr,4,-1,0,unknown
1060,62,retired,married,primary,no,1084,no,no,cellular,14,apr,1,-1,0,unknown
1061,41,housemaid,married,primary,no,0,no,no,cellular,14,apr,1,-1,0,unknown
1062,36,management,married,tertiary,no,926,no,no,cellular,14,apr,1,-1,0,unknown
1063,29,unemployed,single,secondary,no,25,no,no,cellular,14,apr,2,-1,0,unknown
1064,32,services,married,secondary,no,1129,yes,no,cellular,15,apr,2,341,2,failure
1065,32,services,single,secondary,no,133,no,no,cellular,15,apr,1,-1,0,unknown
1066,76,housemaid,divorced,primary,no,1411,no,no,telephone,15,apr,3,-1,0,unknown
1067,38,management,single,tertiary,no,6158,yes,no,cellular,15,apr,5,145,9,failure
1068,51,housemaid,married,unknown,no,2337,yes,no,cellular,16,apr,2,266,3,other
1069,42,blue-collar,married,secondary,no,1598,yes,yes,cellular,16,apr,2,-1,0,unknown
1070,36,technician,single,secondary,no,2511,yes,no,cellular,16,apr,5,-1,0,unknown
1071,54,technician,married,secondary,no,3994,no,yes,cellular,16,apr,2,-1,0,unknown
1072,50,management,married,tertiary,no,469,no,no,cellular,16,apr,1,-1,0,unknown
1073,56,retired,married,secondary,no,3738,yes,no,cellular,17,apr,1,305,6,other
1074,52,retired,divorced,primary,no,-779,yes,yes,cellular,17,apr,1,-1,0,unknown
1075,60,management,married,tertiary,no,13546,no,no,cellular,17,apr,3,-1,0,unknown
1076,33,blue-collar,married,primary,no,5,yes,no,cellular,17,apr,2,-1,0,unknown
1077,71,retired,married,primary,no,2988,no,no,telephone,17,apr,1,-1,0,unknown
1078,38,admin.,married,secondary,no,0,yes,yes,cellular,17,apr,2,-1,0,unknown
1079,28,technician,married,secondary,no,1086,yes,no,cellular,20,apr,3,-1,0,unknown
1080,46,management,married,primary,no,3229,yes,no,cellular,20,apr,1,-1,0,unknown
1081,50,unknown,married,primary,no,341,yes,yes,cellular,20,apr,4,340,2,success
1082,59,management,married,tertiary,no,0,yes,yes,cellular,20,apr,1,-1,0,unknown
1083,45,blue-collar,married,primary,yes,-443,yes,yes,cellular,20,apr,1,-1,0,unknown
1084,28,technician,single,tertiary,no,387,yes,no,cellular,20,apr,1,82,1,failure
1085,73,retired,divorced,tertiary,no,3203,no,no,cellular,20,apr,1,-1,0,unknown
1086,73,retired,married,primary,no,253,no,no,cellular,20,apr,1,-1,0,unknown
1087,64,retired,married,secondary,no,571,yes,no,cellular,20,apr,2,-1,0,unknown
1088,41,blue-collar,divorced,primary,no,285,yes,no,cellular,20,apr,2,-1,0,unknown
1089,35,management,single,tertiary,no,1750,yes,no,cellular,21,apr,3,-1,0,unknown
1090,65,retired,married,tertiary,no,1973,no,no,telephone,21,apr,3,-1,0,unknown
1091,29,blue-collar,single,secondary,no,2,yes,yes,cellular,21,apr,5,-1,0,unknown
1092,30,services,married,tertiary,no,81,no,no,cellular,22,apr,1,-1,0,unknown
1093,31,admin.,single,tertiary,no,676,yes,no,cellular,22,apr,2,343,2,other
1094,37,technician,married,secondary,no,0,yes,no,cellular,22,apr,3,-1,0,unknown
1095,28,blue-collar,single,tertiary,no,4099,no,no,cellular,23,apr,4,-1,0,unknown
1096,32,management,single,tertiary,no,2974,yes,no,cellular,24,apr,1,4,1,failure
1097,24,student,single,tertiary,no,3415,no,no,cellular,27,apr,1,-1,0,unknown
1098,34,blue-collar,married,secondary,no,640,yes,no,cellular,29,apr,2,-1,0,unknown
1099,39,technician,single,secondary,no,15,yes,no,cellular,30,apr,1,-1,0,unknown
1100,52,unemployed,married,secondary,no,94,no,no,cellular,30,apr,1,-1,0,unknown
1101,36,admin.,married,secondary,no,96,no,no,cellular,30,apr,1,87,1,success
1102,21,student,single,secondary,no,224,no,no,cellular,30,apr,1,-1,0,unknown
1103,58,management,divorced,tertiary,no,5701,no,no,cellular,30,apr,1,87,1,success
1104,34,self-employed,married,primary,no,7468,yes,yes,cellular,30,apr,1,-1,0,unknown
1105,29,student,single,secondary,no,314,no,no,cellular,30,apr,1,-1,0,unknown
1106,34,services,married,secondary,no,1337,no,no,cellular,30,apr,1,-1,0,unknown
1107,35,management,single,tertiary,no,1750,yes,no,cellular,30,apr,1,9,3,success
1108,43,unemployed,divorced,secondary,no,1854,no,no,cellular,30,apr,1,-1,0,unknown
1109,35,admin.,single,tertiary,no,994,no,no,cellular,30,apr,1,87,2,failure
1110,31,admin.,single,secondary,no,190,no,no,cellular,30,apr,1,-1,0,unknown
1111,33,management,married,tertiary,no,55,no,no,cellular,30,apr,2,87,3,failure
1112,28,management,single,tertiary,no,1808,no,no,cellular,30,apr,1,-1,0,unknown
1113,29,technician,single,secondary,no,674,no,no,cellular,30,apr,1,13,5,success
1114,36,management,married,tertiary,no,393,yes,no,cellular,30,apr,2,-1,0,unknown
1115,58,unemployed,married,secondary,no,687,yes,no,cellular,30,apr,2,-1,0,unknown
1116,35,services,married,unknown,no,618,no,no,cellular,30,apr,1,-1,0,unknown
1117,35,management,married,tertiary,no,495,no,no,cellular,30,apr,1,87,1,failure
1118,34,management,married,tertiary,no,0,yes,no,cellular,30,apr,1,86,1,success
1119,30,technician,married,secondary,no,776,no,no,cellular,30,apr,2,-1,0,unknown
1120,50,admin.,single,secondary,no,2252,no,no,cellular,30,apr,2,-1,0,unknown
1121,54,technician,married,secondary,no,0,no,no,telephone,30,apr,3,84,3,success
1122,36,admin.,single,secondary,no,728,no,no,cellular,30,apr,1,-1,0,unknown
1123,45,blue-collar,married,secondary,no,10252,no,no,cellular,4,may,2,-1,0,unknown
1124,28,unemployed,single,primary,no,236,no,no,cellular,4,may,1,87,3,failure
1125,25,student,single,tertiary,no,253,no,no,cellular,4,may,1,-1,0,unknown
1126,49,management,married,tertiary,no,1,no,no,telephone,4,may,3,175,1,success
1127,33,technician,single,tertiary,no,1636,yes,no,cellular,4,may,1,66,1,success
1128,33,services,single,secondary,no,489,yes,no,cellular,4,may,4,334,1,other
1129,35,management,married,tertiary,no,520,yes,no,cellular,4,may,3,17,5,failure
1130,44,self-employed,married,unknown,no,163,yes,no,cellular,4,may,3,-1,0,unknown
1131,39,management,single,tertiary,no,1515,yes,no,cellular,4,may,6,167,6,failure
1132,39,management,single,tertiary,no,2454,yes,no,cellular,4,may,3,263,2,failure
1133,38,admin.,married,secondary,no,47,yes,no,cellular,4,may,5,-1,0,unknown
1134,39,blue-collar,married,secondary,no,261,no,no,cellular,4,may,4,-1,0,unknown
1135,50,blue-collar,married,primary,no,5872,yes,no,cellular,5,may,3,-1,0,unknown
1136,46,admin.,single,tertiary,no,2889,yes,no,cellular,5,may,1,-1,0,unknown
1137,30,blue-collar,single,primary,no,253,yes,no,cellular,5,may,1,-1,0,unknown
1138,44,services,married,secondary,no,-395,yes,no,cellular,5,may,1,-1,0,unknown
1139,39,technician,divorced,tertiary,yes,3,no,no,cellular,6,may,1,-1,0,unknown
1140,27,admin.,married,secondary,no,0,yes,no,cellular,6,may,1,-1,0,unknown
1141,49,services,married,primary,no,0,yes,no,cellular,6,may,2,166,3,failure
1142,32,management,married,tertiary,no,2465,yes,yes,cellular,7,may,1,-1,0,unknown
1143,31,admin.,single,secondary,no,0,yes,no,cellular,7,may,2,295,2,failure
1144,49,management,married,tertiary,no,1311,yes,no,cellular,8,may,1,-1,0,unknown
1145,36,management,married,tertiary,no,0,yes,no,cellular,8,may,3,-1,0,unknown
1146,36,technician,single,tertiary,no,962,yes,no,cellular,8,may,1,-1,0,unknown
1147,53,technician,single,tertiary,no,185,yes,no,cellular,8,may,2,-1,0,unknown
1148,41,admin.,single,secondary,no,-109,yes,yes,cellular,11,may,1,370,1,failure
1149,37,blue-collar,single,secondary,no,133,yes,no,cellular,11,may,2,-1,0,unknown
1150,40,blue-collar,married,secondary,no,1808,yes,no,cellular,12,may,1,-1,0,unknown
1151,36,blue-collar,divorced,primary,no,-308,yes,no,cellular,12,may,1,-1,0,unknown
1152,33,blue-collar,married,secondary,no,1240,yes,no,cellular,12,may,1,-1,0,unknown
1153,42,services,divorced,secondary,no,257,yes,no,cellular,12,may,2,-1,0,unknown
1154,38,services,single,secondary,no,895,yes,no,cellular,12,may,1,-1,0,unknown
1155,45,self-employed,divorced,tertiary,no,963,yes,no,cellular,12,may,5,-1,0,unknown
1156,59,admin.,married,secondary,no,145,yes,no,telephone,12,may,2,287,13,success
1157,34,blue-collar,married,secondary,no,634,no,yes,cellular,12,may,3,-1,0,unknown
1158,39,blue-collar,married,secondary,no,462,yes,no,cellular,13,may,1,-1,0,unknown
1159,43,housemaid,single,primary,no,800,yes,no,cellular,13,may,1,-1,0,unknown
1160,34,blue-collar,married,secondary,no,1089,yes,no,cellular,13,may,3,-1,0,unknown
1161,28,admin.,divorced,secondary,no,451,yes,no,cellular,13,may,1,301,1,success
1162,33,management,married,tertiary,no,1064,yes,no,cellular,13,may,1,-1,0,unknown
1163,32,management,single,tertiary,no,3,yes,no,cellular,13,may,1,-1,0,unknown
1164,32,blue-collar,single,primary,no,398,yes,no,cellular,13,may,1,-1,0,unknown
1165,48,services,divorced,secondary,no,-276,yes,yes,cellular,13,may,1,-1,0,unknown
1166,33,blue-collar,single,primary,no,863,yes,no,telephone,13,may,3,-1,0,unknown
1167,32,technician,single,tertiary,no,0,yes,yes,cellular,13,may,2,-1,0,unknown
1168,58,services,married,primary,no,2946,yes,no,cellular,14,may,1,-1,0,unknown
1169,49,blue-collar,married,secondary,no,-454,yes,no,cellular,14,may,1,-1,0,unknown
1170,38,services,married,secondary,no,934,yes,no,cellular,14,may,1,-1,0,unknown
1171,31,admin.,married,secondary,no,8781,yes,no,cellular,14,may,1,177,1,success
1172,26,admin.,single,secondary,yes,-930,yes,no,cellular,14,may,1,-1,0,unknown
1173,48,blue-collar,married,primary,no,214,yes,yes,cellular,14,may,1,177,2,failure
1174,29,admin.,divorced,secondary,no,-254,yes,no,cellular,14,may,2,-1,0,unknown
1175,34,admin.,married,secondary,no,124,yes,no,telephone,14,may,4,366,2,other
1176,39,services,single,secondary,no,7066,yes,no,cellular,15,may,3,357,3,other
1177,42,services,married,secondary,no,146,yes,yes,cellular,15,may,4,346,1,failure
1178,30,services,single,secondary,no,140,yes,no,cellular,15,may,1,-1,0,unknown
1179,28,admin.,single,secondary,no,154,yes,no,cellular,15,may,1,364,1,other
1180,55,technician,married,tertiary,no,-466,yes,no,cellular,15,may,1,-1,0,unknown
1181,28,student,single,tertiary,no,22,yes,no,cellular,15,may,2,-1,0,unknown
1182,53,management,divorced,tertiary,no,50,yes,no,cellular,15,may,1,337,3,failure
1183,26,student,single,secondary,no,864,yes,no,cellular,15,may,1,-1,0,unknown
1184,42,admin.,divorced,secondary,no,241,yes,no,cellular,15,may,3,-1,0,unknown
1185,35,technician,single,tertiary,no,13460,yes,no,cellular,15,may,3,-1,0,unknown
1186,35,blue-collar,married,secondary,no,205,yes,yes,cellular,15,may,7,312,1,failure
1187,22,services,single,secondary,no,344,yes,no,cellular,18,may,1,-1,0,unknown
1188,31,management,single,secondary,no,360,yes,no,cellular,18,may,1,-1,0,unknown
1189,32,technician,single,tertiary,no,-770,yes,no,cellular,18,may,1,-1,0,unknown
1190,32,management,single,tertiary,no,7290,yes,no,cellular,18,may,1,-1,0,unknown
1191,30,blue-collar,single,secondary,no,5909,yes,no,cellular,18,may,2,-1,0,unknown
1192,34,blue-collar,married,secondary,no,243,yes,no,cellular,18,may,1,-1,0,unknown
1193,25,management,married,tertiary,no,-242,yes,yes,cellular,18,may,4,332,4,other
1194,25,blue-collar,single,secondary,no,217,yes,no,cellular,18,may,1,-1,0,unknown
1195,36,housemaid,single,secondary,no,1015,yes,no,cellular,18,may,1,347,2,success
1196,27,blue-collar,married,unknown,no,409,yes,no,cellular,18,may,1,-1,0,unknown
1197,32,blue-collar,married,primary,no,-454,yes,yes,cellular,18,may,5,355,2,failure
1198,33,management,single,tertiary,no,1304,yes,no,cellular,18,may,2,-1,0,unknown
1199,29,unemployed,single,tertiary,no,497,yes,no,cellular,18,may,3,298,6,success
1200,20,blue-collar,single,secondary,no,76,yes,no,cellular,18,may,2,-1,0,unknown
1201,37,management,married,tertiary,no,3723,no,no,cellular,22,may,1,-1,0,unknown
1202,26,student,single,secondary,no,620,no,no,cellular,22,may,1,94,1,success
1203,43,management,divorced,unknown,no,7702,no,no,cellular,22,may,1,95,2,success
1204,27,student,single,tertiary,no,3733,yes,no,cellular,22,may,1,98,6,success
1205,27,management,single,tertiary,no,616,yes,no,cellular,22,may,1,101,1,other
1206,43,admin.,single,secondary,no,733,yes,no,cellular,25,may,1,187,3,success
1207,29,admin.,married,tertiary,no,238,no,no,cellular,25,may,2,88,1,failure
1208,43,management,married,tertiary,no,79,no,no,cellular,26,may,1,-1,0,unknown
1209,26,student,single,secondary,no,100,no,no,cellular,26,may,1,-1,0,unknown
1210,25,student,single,unknown,no,3,no,no,cellular,26,may,1,-1,0,unknown
1211,30,management,single,tertiary,no,5359,no,no,cellular,27,may,1,98,1,success
1212,25,student,single,unknown,no,277,no,no,cellular,27,may,2,-1,0,unknown
1213,43,admin.,married,secondary,no,132,no,no,cellular,27,may,2,71,1,success
1214,25,unemployed,single,tertiary,no,343,no,no,cellular,1,jun,1,-1,0,unknown
1215,49,technician,married,secondary,no,1684,no,yes,cellular,1,jun,2,-1,0,unknown
1216,34,blue-collar,married,secondary,no,262,no,no,cellular,1,jun,1,-1,0,unknown
1217,23,services,single,secondary,no,31,no,no,cellular,1,jun,1,-1,0,unknown
1218,27,management,single,tertiary,no,1840,no,no,cellular,1,jun,1,28,8,other
1219,40,blue-collar,married,secondary,no,1451,no,no,cellular,1,jun,1,-1,0,unknown
1220,53,management,married,unknown,no,2240,yes,no,cellular,2,jun,2,385,1,success
1221,29,management,single,tertiary,no,307,yes,no,cellular,2,jun,1,-1,0,unknown
1222,52,technician,divorced,secondary,no,1005,yes,no,cellular,2,jun,1,-1,0,unknown
1223,38,admin.,married,tertiary,no,1988,no,no,cellular,2,jun,1,67,4,success
1224,50,technician,married,secondary,no,3370,no,no,cellular,2,jun,2,-1,0,unknown
1225,27,technician,single,tertiary,no,15161,no,no,cellular,2,jun,1,120,1,success
1226,27,admin.,single,secondary,no,261,yes,yes,cellular,3,jun,4,-1,0,unknown
1227,42,blue-collar,married,secondary,no,2913,no,no,cellular,3,jun,1,195,1,failure
1228,33,management,divorced,tertiary,no,2240,no,no,cellular,3,jun,1,-1,0,unknown
1229,29,blue-collar,married,primary,no,5,no,no,cellular,3,jun,1,-1,0,unknown
1230,25,student,single,tertiary,no,1189,no,no,cellular,3,jun,1,-1,0,unknown
1231,26,management,single,tertiary,no,2786,no,no,cellular,3,jun,2,72,1,success
1232,39,unemployed,married,tertiary,no,201,no,no,cellular,3,jun,1,119,1,failure
1233,37,management,married,tertiary,no,108,yes,yes,cellular,4,jun,2,-1,0,unknown
1234,42,management,married,tertiary,no,2665,yes,no,cellular,4,jun,2,126,11,failure
1235,29,student,single,secondary,no,1779,no,no,cellular,4,jun,1,-1,0,unknown
1236,41,services,married,secondary,no,0,yes,yes,cellular,4,jun,2,122,2,failure
1237,32,management,married,tertiary,no,4945,no,no,cellular,4,jun,1,119,2,other
1238,38,technician,single,secondary,no,1130,no,no,cellular,4,jun,2,98,1,success
1239,25,admin.,single,secondary,no,1871,no,no,cellular,4,jun,1,-1,0,unknown
1240,27,admin.,married,secondary,no,897,no,no,cellular,5,jun,1,-1,0,unknown
1241,35,admin.,divorced,secondary,no,1085,no,no,cellular,5,jun,1,86,7,success
1242,57,management,married,tertiary,no,1227,no,no,cellular,5,jun,1,-1,0,unknown
1243,25,self-employed,single,tertiary,no,42,yes,no,cellular,5,jun,1,94,1,success
1244,59,retired,married,primary,no,0,no,no,cellular,5,jun,2,-1,0,unknown
1245,30,unemployed,single,tertiary,no,1159,no,no,telephone,5,jun,1,-1,0,unknown
1246,53,management,divorced,tertiary,no,380,no,yes,cellular,5,jun,2,-1,0,unknown
1247,31,technician,single,tertiary,no,252,no,no,cellular,8,jun,3,-1,0,unknown
1248,51,self-employed,married,unknown,no,2094,no,no,cellular,8,jun,6,-1,0,unknown
1249,35,management,married,tertiary,no,925,no,no,cellular,8,jun,4,-1,0,unknown
1250,32,admin.,single,tertiary,no,8866,no,no,cellular,9,jun,2,83,2,success
1251,31,management,single,tertiary,no,5205,no,no,cellular,9,jun,2,-1,0,unknown
1252,24,management,single,tertiary,no,1506,no,no,cellular,12,jun,2,95,4,success
1253,32,management,single,tertiary,no,718,yes,no,cellular,15,jun,1,-1,0,unknown
1254,47,management,single,tertiary,no,372,no,no,cellular,15,jun,1,-1,0,unknown
1255,49,management,married,tertiary,no,561,no,no,cellular,15,jun,1,-1,0,unknown
1256,28,management,single,tertiary,no,502,no,no,cellular,16,jun,2,-1,0,unknown
1257,30,management,single,tertiary,no,8535,no,no,cellular,18,jun,2,-1,0,unknown
1258,30,technician,single,secondary,no,2567,no,no,cellular,18,jun,4,-1,0,unknown
1259,26,services,single,secondary,no,1347,no,no,telephone,18,jun,6,92,5,other
1260,83,retired,married,primary,no,425,no,no,telephone,22,jun,1,140,1,failure
1261,71,retired,married,tertiary,no,2887,no,no,cellular,30,jun,1,-1,0,unknown
1262,22,student,single,unknown,no,466,no,no,cellular,30,jun,1,-1,0,unknown
1263,79,retired,married,secondary,no,668,no,no,telephone,2,jul,1,-1,0,unknown
1264,31,blue-collar,married,secondary,no,625,yes,no,cellular,2,jul,2,49,3,failure
1265,56,retired,married,secondary,no,1044,no,no,telephone,3,jul,2,-1,0,unknown
1266,35,unemployed,single,primary,no,68,no,no,cellular,3,jul,1,-1,0,unknown
1267,52,blue-collar,married,primary,no,1524,no,no,cellular,3,jul,6,-1,0,unknown
1268,25,admin.,single,secondary,no,285,no,no,cellular,3,jul,3,-1,0,unknown
1269,28,blue-collar,single,secondary,no,643,no,no,cellular,3,jul,2,-1,0,unknown
1270,82,retired,married,primary,no,8603,no,no,cellular,7,jul,1,-1,0,unknown
1271,32,admin.,married,secondary,no,51,yes,yes,cellular,7,jul,1,-1,0,unknown
1272,40,technician,single,tertiary,no,431,no,no,cellular,7,jul,2,-1,0,unknown
1273,37,management,married,tertiary,no,3737,no,no,cellular,7,jul,1,-1,0,unknown
1274,49,housemaid,married,primary,no,889,no,no,telephone,7,jul,1,-1,0,unknown
1275,31,management,single,secondary,no,202,yes,no,cellular,8,jul,1,62,1,failure
1276,46,blue-collar,married,secondary,no,922,yes,no,telephone,8,jul,1,-1,0,unknown
1277,22,student,single,secondary,no,185,no,no,cellular,8,jul,1,-1,0,unknown
1278,59,blue-collar,divorced,primary,no,989,no,no,cellular,20,jul,2,-1,0,unknown
1279,28,management,single,tertiary,no,5474,no,no,cellular,28,jul,5,-1,0,unknown
1280,25,management,single,tertiary,no,219,no,no,cellular,4,aug,1,96,1,success
1281,40,technician,single,tertiary,no,1646,yes,no,cellular,4,aug,1,92,5,success
1282,37,unemployed,single,tertiary,no,1291,no,no,cellular,5,aug,1,97,2,success
1283,40,management,married,tertiary,no,0,no,no,cellular,6,aug,2,98,6,success
1284,47,admin.,married,unknown,no,66,no,no,cellular,7,aug,1,-1,0,unknown
1285,72,retired,married,primary,no,1612,no,no,cellular,7,aug,2,-1,0,unknown
1286,44,admin.,single,secondary,no,1534,no,no,cellular,7,aug,1,99,2,other
1287,55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,7,aug,2,-1,0,unknown
1288,41,management,married,tertiary,no,2226,no,no,cellular,7,aug,2,99,1,failure
1289,59,retired,divorced,tertiary,no,3444,no,no,cellular,10,aug,1,185,2,success
1290,32,self-employed,single,tertiary,no,1815,no,no,telephone,10,aug,1,102,2,failure
1291,39,admin.,married,secondary,no,260,yes,no,cellular,11,aug,2,116,2,failure
1292,58,self-employed,married,primary,no,1013,yes,no,cellular,11,aug,1,461,1,failure
1293,21,student,single,secondary,no,123,no,no,telephone,12,aug,1,-1,0,unknown
1294,35,self-employed,single,tertiary,no,353,no,no,cellular,12,aug,1,-1,0,unknown
1295,34,management,single,tertiary,no,48,yes,no,cellular,12,aug,3,93,6,failure
1296,35,management,single,tertiary,no,18111,no,no,cellular,14,aug,4,-1,0,unknown
1297,47,unemployed,married,secondary,no,926,no,no,cellular,14,aug,1,403,5,success
1298,26,blue-collar,single,secondary,no,535,no,no,cellular,14,aug,1,-1,0,unknown
