,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,term_deposit
4841,36,self-employed,married,tertiary,no,506,no,no,cellular,3,nov,1,70,2,failure,yes
4842,47,management,single,tertiary,no,86,no,no,cellular,30,apr,3,87,1,success,yes
4843,44,blue-collar,married,secondary,no,236,yes,no,unknown,12,may,1,-1,0,unknown,no
4844,30,management,single,tertiary,no,697,no,no,cellular,10,aug,3,102,2,success,yes
4845,58,admin.,married,secondary,no,1464,yes,yes,unknown,5,jun,29,-1,0,unknown,no
4846,35,management,single,tertiary,no,467,yes,no,cellular,14,aug,2,-1,0,unknown,no
4847,32,technician,married,tertiary,no,4654,yes,yes,cellular,20,nov,1,128,2,failure,yes
4848,76,retired,married,unknown,no,992,no,no,cellular,27,oct,2,-1,0,unknown,no
4849,47,blue-collar,married,secondary,no,1730,yes,no,cellular,30,apr,1,-1,0,unknown,yes
4850,31,self-employed,single,tertiary,no,1815,no,no,telephone,9,feb,1,-1,0,unknown,yes
4851,35,technician,single,tertiary,no,275,yes,no,cellular,25,aug,5,-1,0,unknown,no
4852,42,admin.,divorced,secondary,no,153,yes,no,unknown,16,may,1,-1,0,unknown,yes
4853,53,housemaid,married,primary,no,2581,no,no,cellular,21,oct,1,189,1,failure,yes
4854,31,management,married,tertiary,no,676,no,no,cellular,7,aug,1,-1,0,unknown,yes
4855,36,management,married,tertiary,no,2660,no,no,cellular,6,aug,2,-1,0,unknown,no
4856,44,management,married,tertiary,no,392,yes,no,unknown,9,may,2,-1,0,unknown,no
4857,42,management,married,tertiary,no,3038,no,no,cellular,18,aug,7,-1,0,unknown,no
4858,31,technician,single,secondary,no,4,no,no,cellular,13,aug,2,-1,0,unknown,no
4859,50,management,married,tertiary,no,536,no,no,unknown,20,jun,3,-1,0,unknown,no
4860,60,blue-collar,married,primary,no,1262,yes,yes,unknown,13,may,1,-1,0,unknown,yes
4861,31,blue-collar,single,tertiary,no,462,yes,yes,unknown,19,may,1,-1,0,unknown,no
4862,26,blue-collar,single,secondary,no,474,yes,no,cellular,15,may,2,-1,0,unknown,no
4863,38,services,single,secondary,no,2253,yes,no,cellular,13,may,3,-1,0,unknown,yes
4864,44,blue-collar,married,secondary,yes,-617,yes,no,unknown,8,may,1,-1,0,unknown,no
4865,43,technician,single,secondary,no,140,yes,no,cellular,13,aug,2,-1,0,unknown,no
4866,35,management,single,secondary,no,0,no,no,cellular,21,aug,1,-1,0,unknown,no
4867,31,admin.,single,secondary,no,430,yes,no,cellular,15,apr,2,-1,0,unknown,no
4868,59,technician,married,secondary,no,135,yes,yes,cellular,23,jul,4,-1,0,unknown,yes
4869,39,blue-collar,single,primary,no,0,yes,yes,cellular,13,may,5,-1,0,unknown,yes
4870,30,technician,married,secondary,no,1011,yes,no,unknown,16,may,1,-1,0,unknown,no
4871,65,retired,married,secondary,no,20806,no,no,telephone,8,apr,2,-1,0,unknown,yes
4872,39,management,single,tertiary,no,0,yes,no,cellular,18,feb,3,-1,0,unknown,yes
4873,29,management,single,tertiary,no,572,yes,no,telephone,8,nov,1,-1,0,unknown,yes
4874,59,retired,married,unknown,no,1033,no,no,unknown,11,jun,1,-1,0,unknown,yes
4875,25,services,single,secondary,no,801,no,no,cellular,5,jun,2,-1,0,unknown,yes
4876,35,blue-collar,married,primary,no,298,yes,no,cellular,13,may,2,370,2,failure,no
4877,29,technician,single,tertiary,no,2325,no,no,cellular,2,feb,1,-1,0,unknown,yes
4878,25,admin.,single,secondary,no,2816,no,no,cellular,30,apr,1,-1,0,unknown,yes
4879,34,admin.,married,secondary,no,2374,yes,no,cellular,9,nov,1,209,2,failure,yes
4880,70,retired,married,secondary,no,2575,no,no,telephone,20,apr,2,-1,0,unknown,yes
4881,36,blue-collar,married,primary,no,345,yes,no,cellular,25,jul,2,-1,0,unknown,no
4882,59,management,married,tertiary,no,10114,no,no,cellular,19,nov,3,-1,0,unknown,no
4883,51,technician,married,unknown,no,413,yes,no,telephone,28,jan,2,254,2,failure,no
4884,55,retired,married,secondary,no,1504,yes,yes,cellular,17,nov,1,-1,0,unknown,yes
4885,32,self-employed,married,secondary,no,610,yes,no,unknown,28,may,6,-1,0,unknown,no
4886,41,blue-collar,married,primary,no,1250,yes,no,unknown,20,may,2,-1,0,unknown,yes
4887,43,management,single,tertiary,no,1304,no,no,cellular,6,aug,2,-1,0,unknown,yes
4888,30,management,single,tertiary,no,4,yes,no,cellular,17,jul,1,-1,0,unknown,no
4889,44,blue-collar,single,primary,no,142,yes,no,cellular,9,jul,1,-1,0,unknown,no
4890,48,technician,married,tertiary,no,58,yes,no,cellular,12,jun,2,-1,0,unknown,no
4891,69,retired,married,primary,no,324,no,no,cellular,4,feb,4,-1,0,unknown,yes
4892,24,blue-collar,single,secondary,no,9883,no,no,cellular,8,jul,5,-1,0,unknown,yes
4893,35,technician,single,secondary,no,1693,yes,no,cellular,10,feb,1,-1,0,unknown,yes
4894,47,blue-collar,married,unknown,yes,162,no,no,cellular,25,aug,3,-1,0,unknown,yes
4895,40,management,married,tertiary,no,5,yes,no,cellular,18,nov,3,-1,0,unknown,no
4896,46,unknown,single,primary,no,10,no,no,unknown,18,jun,6,-1,0,unknown,no
4897,36,technician,single,secondary,no,376,no,no,cellular,13,aug,1,-1,0,unknown,yes
4898,30,blue-collar,single,unknown,no,194,yes,no,unknown,16,may,1,-1,0,unknown,no
4899,39,management,married,tertiary,no,271,yes,no,cellular,12,aug,1,-1,0,unknown,yes
4900,43,management,married,tertiary,no,3518,no,no,cellular,15,jun,2,-1,0,unknown,yes
4901,27,blue-collar,single,secondary,no,541,yes,no,cellular,12,may,1,-1,0,unknown,no
4902,24,services,married,tertiary,no,0,yes,no,unknown,27,may,1,-1,0,unknown,no
4903,53,technician,married,secondary,no,480,no,no,unknown,6,jun,2,-1,0,unknown,yes
4904,73,retired,married,primary,no,1388,no,no,telephone,11,jan,2,83,1,success,yes
4905,61,management,married,tertiary,no,997,no,no,cellular,10,mar,1,-1,0,unknown,yes
4906,33,management,divorced,tertiary,no,990,yes,no,cellular,24,jul,2,-1,0,unknown,yes
4907,42,blue-collar,married,secondary,no,88,yes,no,cellular,12,may,2,-1,0,unknown,no
4908,31,technician,married,tertiary,no,3382,no,no,cellular,30,apr,1,-1,0,unknown,yes
4909,43,unemployed,married,secondary,no,948,yes,no,cellular,20,apr,6,-1,0,unknown,no
4910,48,blue-collar,married,secondary,no,729,yes,no,telephone,15,jul,1,-1,0,unknown,no
4911,52,blue-collar,married,secondary,no,7119,no,yes,telephone,20,nov,3,-1,0,unknown,yes
4912,48,unemployed,divorced,primary,no,840,no,no,cellular,28,jan,1,-1,0,unknown,no
4913,40,self-employed,divorced,secondary,no,172,no,no,cellular,29,jan,1,-1,0,unknown,no
4914,39,technician,married,secondary,no,6533,yes,no,cellular,9,apr,1,-1,0,unknown,no
4915,49,blue-collar,married,primary,no,-14,yes,no,cellular,18,nov,2,-1,0,unknown,no
4916,46,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,2,-1,0,unknown,no
4917,44,blue-collar,married,secondary,no,2017,yes,no,unknown,14,may,3,-1,0,unknown,no
4918,64,retired,married,secondary,no,4787,no,no,cellular,28,oct,1,-1,0,unknown,yes
4919,63,retired,married,secondary,no,18016,no,no,cellular,7,jul,1,-1,0,unknown,yes
4920,59,services,married,secondary,no,-22,yes,no,unknown,26,may,3,-1,0,unknown,yes
4921,27,student,single,unknown,no,6424,no,no,cellular,29,jan,2,-1,0,unknown,no
4922,48,unemployed,married,secondary,no,855,yes,no,unknown,9,may,2,-1,0,unknown,no
4923,47,blue-collar,married,primary,no,273,yes,no,cellular,21,jul,3,-1,0,unknown,no
4924,44,technician,divorced,secondary,no,1262,yes,no,unknown,26,may,11,-1,0,unknown,yes
4925,21,blue-collar,single,secondary,no,2265,no,no,cellular,17,feb,2,-1,0,unknown,yes
4926,31,admin.,single,secondary,no,620,no,no,unknown,9,may,3,-1,0,unknown,no
4927,42,management,married,tertiary,no,1205,no,no,telephone,8,sep,2,-1,0,unknown,yes
4928,39,entrepreneur,married,secondary,no,0,no,no,cellular,21,nov,7,-1,0,unknown,no
4929,34,unemployed,single,secondary,no,15,no,no,cellular,12,jan,1,-1,0,unknown,yes
4930,32,blue-collar,married,secondary,no,1905,yes,no,cellular,16,jul,2,-1,0,unknown,yes
4931,53,services,married,secondary,no,-391,no,no,cellular,14,jul,3,-1,0,unknown,no
4932,35,management,married,tertiary,no,193,yes,no,cellular,30,apr,1,13,1,failure,yes
4933,32,self-employed,single,tertiary,no,386,yes,no,cellular,18,nov,1,-1,0,unknown,yes
4934,42,unemployed,married,unknown,no,190,no,no,cellular,11,aug,2,-1,0,unknown,yes
4935,63,management,married,tertiary,no,5112,no,no,telephone,10,aug,3,-1,0,unknown,no
4936,34,technician,single,secondary,no,943,no,no,cellular,29,aug,4,-1,0,unknown,no
4937,31,management,single,tertiary,no,3625,yes,no,cellular,19,nov,1,180,2,failure,no
4938,25,admin.,single,tertiary,no,1185,no,no,cellular,7,oct,1,114,1,failure,yes
4939,60,retired,married,primary,no,17413,no,no,unknown,9,jun,1,-1,0,unknown,no
4940,38,admin.,married,tertiary,no,342,yes,no,unknown,4,jun,1,-1,0,unknown,no
4941,35,student,single,secondary,no,188,yes,no,cellular,5,may,1,78,8,success,yes
4942,30,admin.,married,secondary,no,873,yes,no,telephone,12,nov,1,167,3,success,no
4943,34,services,single,secondary,no,-374,yes,no,cellular,11,may,1,-1,0,unknown,yes
4944,24,student,single,secondary,no,382,no,no,cellular,30,apr,2,-1,0,unknown,yes
4945,47,entrepreneur,married,unknown,yes,-1445,yes,no,unknown,12,may,2,-1,0,unknown,no
4946,44,technician,married,unknown,no,1127,yes,no,unknown,19,jun,4,-1,0,unknown,no
4947,57,housemaid,divorced,unknown,no,11632,no,no,telephone,30,apr,2,-1,0,unknown,no
4948,29,management,single,tertiary,no,3041,yes,no,cellular,8,may,3,-1,0,unknown,yes
4949,37,entrepreneur,married,primary,no,-204,yes,no,cellular,24,jul,1,-1,0,unknown,no
4950,44,blue-collar,single,secondary,no,34,yes,no,unknown,5,may,4,-1,0,unknown,no
4951,47,admin.,married,secondary,no,3960,yes,no,unknown,13,may,1,-1,0,unknown,no
4952,41,self-employed,married,secondary,no,304,yes,no,unknown,12,may,2,-1,0,unknown,no
4953,29,technician,single,secondary,no,-2,yes,yes,cellular,18,may,5,-1,0,unknown,no
4954,44,housemaid,single,primary,no,1059,no,no,unknown,18,jun,1,-1,0,unknown,yes
4955,47,services,single,unknown,no,1784,no,no,cellular,19,oct,2,-1,0,unknown,yes
4956,22,student,single,secondary,no,107,no,no,cellular,14,apr,1,-1,0,unknown,yes
4957,37,student,single,unknown,no,444,no,no,cellular,14,aug,1,102,5,success,yes
4958,54,technician,married,secondary,no,42,no,yes,unknown,3,jul,2,-1,0,unknown,no
4959,27,self-employed,single,tertiary,no,168,no,no,cellular,12,nov,1,196,1,success,yes
4960,27,admin.,single,tertiary,no,1993,yes,no,cellular,5,may,5,-1,0,unknown,no
4961,48,management,divorced,tertiary,no,503,no,yes,unknown,12,jun,7,-1,0,unknown,yes
4962,58,housemaid,divorced,secondary,no,0,no,no,cellular,2,jul,2,-1,0,unknown,yes
4963,31,blue-collar,single,primary,no,216,yes,no,unknown,21,may,1,-1,0,unknown,yes
4964,32,management,divorced,tertiary,no,387,no,no,cellular,26,aug,4,-1,0,unknown,no
4965,30,self-employed,single,secondary,no,311,yes,yes,unknown,28,may,3,-1,0,unknown,no
4966,50,management,married,tertiary,no,11528,yes,no,unknown,30,may,1,-1,0,unknown,no
4967,56,admin.,married,secondary,no,1694,no,no,cellular,21,aug,10,-1,0,unknown,yes
4968,26,technician,married,secondary,no,370,no,yes,cellular,8,jul,4,-1,0,unknown,yes
4969,49,management,single,tertiary,no,493,no,no,cellular,23,apr,1,-1,0,unknown,no
4970,36,blue-collar,married,secondary,no,717,no,no,unknown,11,jun,1,-1,0,unknown,no
4971,53,blue-collar,married,secondary,no,1777,yes,no,cellular,21,nov,5,154,1,failure,yes
4972,43,services,married,secondary,no,-236,yes,no,cellular,28,jul,7,-1,0,unknown,yes
4973,30,blue-collar,married,secondary,no,486,yes,no,unknown,29,may,3,-1,0,unknown,yes
4974,62,retired,divorced,tertiary,no,0,no,no,cellular,13,nov,2,-1,0,unknown,yes
4975,37,blue-collar,married,secondary,no,4321,no,no,cellular,5,jun,1,-1,0,unknown,yes
4976,31,admin.,married,secondary,no,799,yes,no,cellular,7,may,3,-1,0,unknown,no
4977,49,admin.,divorced,secondary,no,2169,yes,no,unknown,30,jun,3,-1,0,unknown,no
4978,36,management,married,tertiary,no,535,no,no,cellular,20,apr,2,-1,0,unknown,yes
4979,46,blue-collar,married,secondary,no,668,yes,no,unknown,15,may,2,-1,0,unknown,yes
4980,36,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,1,-1,0,unknown,no
4981,31,technician,single,tertiary,no,491,yes,no,unknown,8,may,1,-1,0,unknown,no
4982,32,blue-collar,married,secondary,yes,-354,yes,yes,unknown,28,may,2,-1,0,unknown,no
4983,30,admin.,single,tertiary,no,5,no,yes,cellular,11,jul,1,-1,0,unknown,no
4984,31,unemployed,divorced,primary,no,0,yes,no,unknown,30,may,12,-1,0,unknown,yes
4985,50,blue-collar,married,primary,no,104,yes,no,cellular,17,apr,3,324,2,other,no
4986,32,management,married,tertiary,no,1331,no,no,cellular,12,nov,1,92,5,failure,yes
4987,30,blue-collar,single,secondary,no,178,yes,no,unknown,20,may,5,-1,0,unknown,no
4988,35,self-employed,divorced,tertiary,no,1354,yes,no,unknown,23,may,2,-1,0,unknown,yes
4989,29,admin.,married,tertiary,no,111,no,no,cellular,14,may,1,-1,0,unknown,no
4990,51,entrepreneur,married,tertiary,no,209,no,no,cellular,17,nov,1,111,2,failure,no
4991,50,housemaid,married,secondary,no,388,no,no,cellular,11,mar,2,-1,0,unknown,yes
4992,41,blue-collar,married,secondary,no,281,yes,no,cellular,14,may,4,-1,0,unknown,no
4993,67,retired,married,secondary,no,1443,no,no,cellular,8,apr,1,-1,0,unknown,yes
4994,55,retired,married,tertiary,no,357,yes,no,cellular,30,apr,1,-1,0,unknown,no
4995,25,technician,single,secondary,no,102,no,yes,cellular,8,jul,2,-1,0,unknown,yes
4996,34,blue-collar,married,primary,no,1031,yes,no,unknown,29,may,3,-1,0,unknown,yes
4997,53,management,married,tertiary,no,1624,no,no,cellular,11,nov,3,97,7,success,yes
4998,30,technician,single,tertiary,no,255,yes,no,unknown,9,may,2,-1,0,unknown,no
4999,26,management,single,tertiary,no,114,yes,no,cellular,7,may,1,-1,0,unknown,yes
5000,51,blue-collar,married,primary,no,1126,yes,no,cellular,17,apr,3,-1,0,unknown,no
5001,34,admin.,married,secondary,no,430,yes,no,cellular,21,jul,4,-1,0,unknown,no
5002,37,management,married,tertiary,no,0,no,no,cellular,14,sep,1,-1,0,unknown,no
5003,41,blue-collar,married,secondary,no,393,yes,yes,cellular,10,jul,1,-1,0,unknown,no
5004,52,blue-collar,married,secondary,no,1405,no,yes,cellular,17,jul,2,-1,0,unknown,yes
5005,29,admin.,single,secondary,no,65,yes,no,cellular,14,may,6,-1,0,unknown,no
5006,46,admin.,divorced,secondary,no,660,yes,no,cellular,29,jan,1,259,2,failure,no
5007,32,management,married,tertiary,no,3158,no,yes,cellular,5,aug,1,-1,0,unknown,no
5008,48,services,divorced,secondary,no,852,yes,yes,unknown,7,may,1,-1,0,unknown,no
5009,44,technician,single,tertiary,no,2033,no,no,cellular,3,sep,1,99,1,failure,yes
5010,55,technician,married,secondary,no,0,yes,yes,cellular,2,mar,1,-1,0,unknown,yes
5011,57,retired,married,secondary,no,3545,yes,no,unknown,14,may,2,-1,0,unknown,no
5012,64,retired,married,tertiary,no,1644,no,no,telephone,7,sep,4,-1,0,unknown,yes
5013,37,technician,divorced,secondary,no,51,no,yes,cellular,28,jan,2,-1,0,unknown,no
5014,55,technician,married,secondary,yes,-308,no,no,cellular,2,feb,1,-1,0,unknown,yes
5015,57,management,married,secondary,no,82,no,yes,telephone,4,feb,1,-1,0,unknown,no
5016,31,blue-collar,single,tertiary,no,761,no,no,telephone,18,nov,2,-1,0,unknown,yes
5017,35,admin.,single,tertiary,no,777,no,yes,cellular,28,may,1,-1,0,unknown,no
5018,35,blue-collar,married,secondary,no,1330,no,no,cellular,10,jul,1,-1,0,unknown,yes
5019,26,admin.,single,secondary,no,766,no,no,cellular,15,oct,2,-1,0,unknown,yes
5020,32,blue-collar,single,secondary,yes,-575,yes,no,cellular,14,may,6,346,9,failure,no
5021,31,unemployed,divorced,tertiary,no,256,yes,no,cellular,16,jul,2,-1,0,unknown,yes
5022,44,management,married,tertiary,no,7177,no,no,unknown,19,jun,2,-1,0,unknown,no
5023,37,admin.,married,tertiary,no,3913,yes,no,cellular,27,apr,1,-1,0,unknown,yes
5024,32,management,married,tertiary,no,678,no,no,cellular,28,aug,15,-1,0,unknown,no
5025,27,services,single,secondary,no,955,no,no,cellular,23,apr,1,-1,0,unknown,yes
5026,36,technician,married,primary,no,0,no,no,unknown,4,jul,1,-1,0,unknown,yes
5027,61,retired,married,tertiary,no,3140,yes,yes,cellular,6,aug,4,98,1,unknown,yes
5028,27,services,married,secondary,no,511,yes,no,unknown,30,jun,5,-1,0,unknown,no
5029,40,blue-collar,married,primary,yes,11,yes,yes,unknown,5,jun,3,-1,0,unknown,no
5030,39,blue-collar,married,primary,no,70,no,no,unknown,8,may,1,-1,0,unknown,yes
5031,30,services,single,secondary,yes,-366,yes,no,cellular,18,jul,1,-1,0,unknown,yes
5032,60,technician,married,secondary,no,294,no,no,telephone,3,jun,4,-1,0,unknown,yes
5033,29,admin.,single,secondary,no,260,yes,no,cellular,4,feb,2,273,2,failure,no
5034,32,management,single,tertiary,no,311,no,no,unknown,12,may,2,-1,0,unknown,yes
5035,44,technician,married,secondary,no,3790,yes,no,unknown,13,may,2,-1,0,unknown,no
5036,33,management,married,tertiary,no,158,no,no,cellular,6,feb,2,-1,0,unknown,yes
5037,45,technician,married,secondary,no,256,no,no,cellular,18,aug,7,-1,0,unknown,no
5038,33,management,single,secondary,no,-298,no,no,cellular,22,aug,2,-1,0,unknown,no
5039,20,student,single,secondary,no,1819,no,no,cellular,9,apr,3,-1,0,unknown,yes
5040,49,housemaid,married,primary,no,57,no,yes,unknown,25,jun,1,-1,0,unknown,no
5041,53,blue-collar,married,unknown,no,5624,no,no,cellular,29,jul,2,-1,0,unknown,no
5042,34,technician,single,secondary,no,666,no,no,cellular,21,aug,2,-1,0,unknown,yes
5043,29,admin.,single,secondary,no,732,yes,no,unknown,19,jun,1,-1,0,unknown,no
5044,48,entrepreneur,married,tertiary,yes,-392,no,no,cellular,31,jul,4,-1,0,unknown,yes
5045,39,services,divorced,secondary,no,5873,no,no,cellular,17,apr,1,344,2,failure,no
5046,49,blue-collar,married,primary,no,361,yes,no,unknown,16,jun,2,-1,0,unknown,yes
5047,37,admin.,married,secondary,no,0,yes,no,cellular,2,jun,1,-1,0,unknown,yes
5048,39,management,married,tertiary,no,-190,no,yes,unknown,11,jun,8,-1,0,unknown,yes
5049,53,management,married,tertiary,no,0,yes,no,cellular,14,jul,3,-1,0,unknown,no
5050,53,blue-collar,married,primary,no,421,yes,no,cellular,20,nov,1,-1,0,unknown,yes
5051,31,management,divorced,tertiary,no,1804,yes,no,unknown,23,may,1,-1,0,unknown,no
5052,54,retired,married,secondary,no,6449,no,no,unknown,19,jun,1,-1,0,unknown,no
5053,20,student,single,secondary,no,215,no,no,cellular,24,nov,1,95,5,success,yes
5054,48,management,divorced,tertiary,no,64,no,yes,cellular,25,jul,6,-1,0,unknown,no
5055,33,services,married,secondary,no,70,no,no,cellular,17,jul,7,-1,0,unknown,no
5056,55,management,married,tertiary,no,563,yes,no,cellular,19,nov,1,-1,0,unknown,no
5057,32,admin.,single,secondary,no,1291,yes,no,cellular,23,jul,2,-1,0,unknown,no
5058,41,blue-collar,married,primary,no,219,no,yes,unknown,18,jun,3,-1,0,unknown,yes
5059,47,blue-collar,married,secondary,no,2428,yes,no,cellular,20,nov,6,177,16,other,no
5060,60,retired,married,primary,no,97,no,no,cellular,14,aug,4,-1,0,unknown,no
5061,35,management,single,secondary,no,6809,yes,no,telephone,6,feb,8,273,7,failure,no
5062,30,admin.,married,secondary,no,67,yes,no,unknown,16,may,1,-1,0,unknown,no
5063,35,management,single,tertiary,no,565,yes,no,unknown,30,may,1,-1,0,unknown,yes
5064,34,blue-collar,married,secondary,no,-349,yes,no,cellular,6,may,1,365,1,failure,no
5065,46,self-employed,married,tertiary,no,2421,no,no,cellular,19,nov,1,100,4,failure,yes
5066,29,self-employed,single,tertiary,no,392,no,yes,unknown,1,jul,1,-1,0,unknown,no
5067,31,management,single,tertiary,no,2227,no,no,cellular,14,aug,2,-1,0,unknown,no
5068,41,management,married,primary,no,733,yes,no,cellular,7,may,1,335,7,failure,no
5069,39,technician,married,secondary,no,116,no,no,cellular,22,may,2,-1,0,unknown,yes
5070,42,technician,divorced,secondary,no,19,no,no,cellular,20,aug,4,-1,0,unknown,yes
5071,35,housemaid,married,primary,no,113,yes,no,cellular,17,jul,2,-1,0,unknown,yes
5072,39,blue-collar,married,primary,no,572,yes,yes,unknown,3,jun,1,-1,0,unknown,no
5073,47,management,married,tertiary,no,2919,yes,no,cellular,17,nov,1,-1,0,unknown,no
5074,56,management,divorced,tertiary,no,310,no,no,unknown,20,jun,4,-1,0,unknown,no
5075,57,housemaid,married,primary,no,2785,no,no,cellular,11,aug,4,-1,0,unknown,yes
5076,39,blue-collar,married,primary,no,118,no,no,cellular,3,feb,1,-1,0,unknown,yes
5077,44,blue-collar,married,secondary,no,144,yes,no,unknown,5,may,2,-1,0,unknown,no
5078,30,self-employed,married,tertiary,no,2666,no,no,cellular,4,may,3,89,1,success,yes
5079,64,retired,married,secondary,no,5966,yes,no,cellular,22,jun,1,-1,0,unknown,yes
5080,61,retired,married,secondary,no,569,no,no,cellular,4,aug,1,-1,0,unknown,yes
5081,31,admin.,married,secondary,no,5,no,no,unknown,16,may,1,-1,0,unknown,no
5082,24,services,single,secondary,no,53,yes,yes,unknown,28,may,1,-1,0,unknown,no
5083,52,management,married,tertiary,no,3508,no,no,cellular,12,aug,2,-1,0,unknown,no
5084,52,services,married,secondary,no,1000,no,no,cellular,5,aug,2,-1,0,unknown,yes
5085,41,blue-collar,married,primary,no,1461,yes,no,unknown,6,jun,2,-1,0,unknown,yes
5086,47,management,married,tertiary,no,0,no,yes,cellular,21,aug,1,-1,0,unknown,yes
5087,36,technician,married,secondary,no,15485,no,no,cellular,14,apr,1,-1,0,unknown,yes
5088,29,blue-collar,married,secondary,no,580,yes,yes,cellular,17,apr,2,-1,0,unknown,yes
5089,29,services,single,secondary,no,703,yes,no,unknown,7,may,5,-1,0,unknown,no
5090,54,housemaid,married,secondary,no,378,no,no,unknown,6,jun,2,-1,0,unknown,no
5091,44,blue-collar,married,primary,no,658,yes,no,telephone,24,jul,2,-1,0,unknown,no
5092,58,self-employed,married,tertiary,no,5810,no,no,cellular,12,mar,1,-1,0,unknown,yes
5093,61,management,married,tertiary,no,267,no,no,cellular,21,oct,3,184,1,success,yes
5094,33,management,single,tertiary,no,312,no,no,cellular,11,aug,1,369,3,failure,no
5095,48,management,married,secondary,no,2892,no,no,cellular,7,jul,1,385,1,success,yes
5096,34,management,single,tertiary,no,9827,yes,no,cellular,13,aug,4,-1,0,unknown,yes
5097,46,technician,single,secondary,no,874,no,no,cellular,19,nov,3,-1,0,unknown,yes
5098,38,management,married,tertiary,no,613,no,no,cellular,3,feb,1,-1,0,unknown,yes
5099,45,technician,married,secondary,no,0,no,no,cellular,8,may,1,340,1,failure,no
5100,34,housemaid,married,secondary,no,0,yes,no,unknown,30,oct,1,-1,0,unknown,yes
5101,35,technician,married,secondary,no,712,yes,yes,cellular,13,may,2,264,5,failure,no
5102,54,housemaid,married,primary,no,182,no,no,cellular,25,aug,4,-1,0,unknown,no
5103,27,blue-collar,single,primary,no,265,yes,no,cellular,13,may,2,-1,0,unknown,yes
5104,29,services,single,secondary,no,153,no,no,cellular,15,jul,2,-1,0,unknown,no
5105,32,admin.,single,secondary,no,64,yes,no,unknown,7,may,2,-1,0,unknown,no
5106,42,services,married,secondary,no,1376,yes,no,cellular,2,jun,2,92,4,success,yes
5107,57,services,married,secondary,no,5486,yes,no,cellular,11,may,7,285,3,failure,no
5108,45,management,married,tertiary,no,2671,no,no,cellular,14,aug,4,-1,0,unknown,yes
5109,26,technician,married,secondary,no,915,no,no,cellular,2,jun,1,-1,0,unknown,yes
5110,58,retired,married,secondary,no,7560,no,no,cellular,12,aug,2,-1,0,unknown,no
5111,34,management,married,tertiary,no,496,no,no,cellular,12,aug,6,-1,0,unknown,no
5112,33,services,married,secondary,no,-333,yes,no,cellular,30,jul,5,-1,0,unknown,no
5113,36,technician,divorced,secondary,no,253,yes,no,cellular,17,apr,1,-1,0,unknown,no
5114,23,management,single,tertiary,no,2143,no,no,cellular,30,mar,2,-1,0,unknown,yes
5115,43,management,married,secondary,no,107,yes,yes,telephone,28,oct,1,-1,0,unknown,yes
5116,39,management,married,tertiary,no,20932,no,no,cellular,21,nov,2,-1,0,unknown,no
5117,43,services,single,tertiary,no,553,no,no,cellular,11,may,1,-1,0,unknown,no
5118,35,technician,married,secondary,no,-259,yes,no,cellular,29,jan,1,247,2,failure,no
5119,39,management,married,tertiary,no,-409,yes,no,cellular,29,jul,23,-1,0,unknown,no
5120,32,admin.,married,tertiary,no,653,no,no,cellular,2,jun,1,-1,0,unknown,yes
5121,43,services,married,secondary,no,1625,yes,no,cellular,20,apr,1,-1,0,unknown,no
5122,47,retired,divorced,secondary,no,-157,no,yes,unknown,23,jul,1,-1,0,unknown,no
5123,41,admin.,divorced,secondary,no,270,yes,no,unknown,5,may,1,-1,0,unknown,no
5124,42,admin.,married,secondary,no,105,no,no,unknown,11,jun,4,-1,0,unknown,yes
5125,27,services,single,secondary,no,194,yes,no,unknown,16,may,1,-1,0,unknown,no
5126,30,management,married,tertiary,no,696,no,no,cellular,22,aug,4,-1,0,unknown,no
5127,50,entrepreneur,divorced,tertiary,no,541,no,no,cellular,18,nov,1,-1,0,unknown,no
5128,54,blue-collar,married,primary,no,489,yes,yes,cellular,20,apr,4,287,3,other,no
5129,59,technician,married,secondary,no,259,no,no,cellular,18,mar,1,-1,0,unknown,yes
5130,49,technician,married,tertiary,no,523,yes,no,cellular,3,mar,2,-1,0,unknown,yes
5131,32,blue-collar,married,secondary,no,1879,no,no,cellular,6,feb,8,-1,0,unknown,yes
5132,49,management,married,tertiary,no,488,yes,no,cellular,6,feb,2,-1,0,unknown,no
5133,38,management,married,tertiary,no,385,yes,no,telephone,28,oct,1,-1,0,unknown,yes
5134,36,admin.,married,secondary,no,419,yes,no,telephone,12,may,5,-1,0,unknown,no
5135,39,retired,single,primary,no,-79,no,no,unknown,9,may,1,-1,0,unknown,no
5136,67,retired,married,primary,no,1430,no,no,cellular,11,jan,2,91,3,failure,yes
5137,25,unemployed,single,secondary,no,771,no,no,cellular,5,mar,1,-1,0,unknown,no
5138,35,admin.,married,secondary,no,898,yes,no,cellular,9,apr,1,-1,0,unknown,yes
5139,30,technician,single,secondary,no,158,no,no,cellular,6,oct,1,-1,0,unknown,yes
5140,35,technician,married,tertiary,no,1526,yes,no,cellular,2,feb,2,217,4,failure,no
5141,31,technician,single,tertiary,no,1081,no,no,cellular,24,apr,5,261,2,failure,yes
5142,49,management,married,tertiary,no,0,no,no,telephone,17,oct,1,-1,0,unknown,yes
5143,45,admin.,married,secondary,no,129,yes,no,cellular,2,mar,1,-1,0,unknown,no
